source,id,title,company,city,remote,salary,skills,collected_at,search_keyword
Habr,habr_1000163244,Архитектор по ИБ (системная интеграция),ЛАНИТ,Москва,False,,ГОСТ,2026-05-11 17:50:49
Habr,habr_1000158711,Системный аналитик,ЛАНИТ,Москва,True,,"REST, XML, PostgreSQL",2026-05-11 17:50:49
Habr,habr_1000164588,IT Бизнес-аналитик,АстраЗенека,Москва,False,Зарплата не указанаПохожие специалисты получают 188 000 - 241 000 ₽,"Бизнес аналитика, Системный анализ, UML, BPMN, Техническая документация",2026-05-11 17:50:49
Habr,habr_1000166165,Аналитик-консультант 1С,1С-Архитектор бизнеса,Москва,True,от 104 400 ₽,Проведение исследований,2026-05-11 17:50:49
Habr,habr_1000166232,Разработчик интерфейсов в Видеоплеер,Яндекс,Москва,False,Зарплата не указанаПохожие специалисты получают 300 000 - 400 000 ₽,"React, TypeScript",2026-05-11 17:50:54
Habr,habr_1000166316,Technical Lead (CTO),Экосистема тенниса,Москва,True,от 500 000 ₽,"Kotlin, Swift, PHP, Vue.js",2026-05-11 17:51:01
Habr,habr_1000160859,Data Steward/Менеджер по данным,АстраЗенека,Москва,False,Зарплата не указанаПохожие специалисты получают 180 000 - 253 000 ₽,"Базы данных, Алгоритмы и структуры данных",2026-05-11 17:51:06
Habr,habr_1000166124,Аккаунт-директор / Account Director (e-commerce & data),AЭРО,Москва,False,Зарплата не указанаПохожие специалисты получают 122 000 - 279 000 ₽,"Управление проектами, Развитие бизнеса, Управление рисками, Ведение переговоров",2026-05-11 17:51:06
Habr,habr_1000166351,BI разработчик,CINIMEX,Москва,True,Зарплата не указанаПохожие специалисты получают 101 000 - 239 000 ₽,"PowerBI, ClickHouse, Yandex DataLens, SQL",2026-05-11 17:51:06
Habr,habr_1000166385,Android Developer,Okko,Москва,False,,"Android SDK, Kotlin",2026-05-11 17:51:13
Habr,habr_1000166108,Менеджер AI проектов,АстраЗенека,Москва,False,Зарплата не указанаПохожие специалисты получают 110 000 - 203 000 ₽,"Ведение переговоров, Управление проектами, Проектное планирование",2026-05-11 17:51:13
Habr,habr_1000166277,Storage Engineer,ЛАНИТ,Не указан,True,Зарплата не указанаПохожие специалисты получают 190 000 - 234 000 ₽,"Системы виртуализации, NetBackup",2026-05-11 17:51:27
Habr,habr_1000166365,Linux System Engineer,BSS,Не указан,True,Зарплата не указанаПохожие специалисты получают 107 000 - 189 000 ₽,Linux,2026-05-11 17:51:27
Habr,habr_1000164871,Сетевой инженер Huawei,ИТ-компания «Лоция»,Москва,False,Зарплата не указанаПохожие специалисты получают 109 000 - 188 000 ₽,"Настройка VPN, Администрирование сетей, Администрирование оборудования Cisco",2026-05-11 17:51:29
Habr,habr_1000163190,Руководитель направления SRE,Cloud.ru,Москва,True,Зарплата не указанаПохожие специалисты получают 368 000 - 570 000 ₽,SQL,2026-05-11 17:51:29
Habr,habr_1000165418,Системный инженер Microsoft,Яндекс,Минск,True,,Hyper-V,2026-05-11 17:51:29
Habr,habr_1000166140,Сетевой администратор / Network Administrator,Spice IT,Москва,False,,"Маршрутизация, Cisco CCNP, Настройка оборудования Cisco, Cisco CCNA, Zabbix",2026-05-11 17:51:51
Habr,habr_1000165276,Системный администратор унифицированных коммуникаций (VOIP/ВКС),Банк ВТБ,Москва,False,,"Администрирование оборудования Cisco, ВКС",2026-05-11 17:51:51
Habr,habr_1000166364,Технический писатель (ИТ-инфраструктура),BSS,Не указан,True,Зарплата не указанаПохожие специалисты получают 148 000 - 190 000 ₽,Техническая документация,2026-05-11 17:51:51
Habr,habr_1000161347,Эксперт по удаленному доступу (МСЭ),ИТ-Холдинг Т1,Не указан,True,Зарплата не указанаПохожие специалисты получают 215 000 - 406 000 ₽,"OSPF, BGP",2026-05-11 17:51:51
Habr,habr_1000146557,Функциональный архитектор 1С,IBS,Пермь,False,Зарплата не указанаПохожие специалисты получают 300 000 - 385 000 ₽,"1C: ERP, Оптимизация бизнес-процессов, Управление разработкой, Управление проектами, Автоматизация процессов",2026-05-11 17:51:57
Habr,habr_1000164805,Руководитель направления по информационной безопасности,МТ-Интеграция,Москва,False,Зарплата не указанаПохожие специалисты получают 279 000 - 464 000 ₽,SIEM,2026-05-11 17:51:57
Habr,habr_1000165301,Эксперт по качеству проектирования и сертификации банковских процессов,Банк ВТБ,Москва,False,Зарплата не указанаПохожие специалисты получают 268 000 - 347 000 ₽,"Описание бизнес-процессов, Моделирование, Microsoft Visio, Бизнес-моделирование",2026-05-11 17:52:01
Habr,habr_1000161386,"Менеджер по качеству (эквайринг, терминалы, ККТ, банкоматы, АДМ)",ИТ-Холдинг Т1,Санкт-Петербург,False,до 130 000 ₽,"Мониторинг, Работа в команде, Microsoft Excel, Поддержка клиентов, Управление IT-услугами",2026-05-11 17:52:01
Habr,habr_1000157103,"Менеджер по качеству (эквайринг, терминалы, ККТ, банкоматы, АДМ)",ИТ-Холдинг Т1,Москва,False,до 130 000 ₽,"Мониторинг, Работа в команде, Microsoft Excel, Поддержка клиентов, Управление IT-услугами",2026-05-11 17:52:01
Habr,habr_1000148037,Директор проектов 1С,IBS,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 307 000 - 434 000 ₽,"Управление проектами, Управление рисками, Бизнес-консультирование, 1C: ERP",2026-05-11 17:52:01
Habr,habr_1000165297,Коммуникационный арт директор (оффлайн направление),Банк ВТБ,Москва,False,Зарплата не указанаПохожие специалисты получают 152 000 - 348 000 ₽,"Управление людьми, Арт-директинг",2026-05-11 17:52:04
Habr,habr_1000165032,Старший системный администратор/TeamLead,Анонимный работодатель,Москва,False,Зарплата не указанаПохожие специалисты получают 109 000 - 137 000 ₽,"Linux, Active directory",2026-05-11 17:52:04
Habr,habr_1000165020,Руководитель группы продаж,Анонимный работодатель,Казань,False,Зарплата не указанаПохожие специалисты получают 86 000 - 282 000 ₽,"Ведение переговоров, Продажи",2026-05-11 17:52:07
Habr,habr_1000164333,Руководитель отдела технической поддержки [Новосибирск],deeplay,Новосибирск,False,,"Управление людьми, Администрирование Windows, Linux",2026-05-11 17:52:07
Habr,habr_1000163185,Начальник управления эксплуатации и развития средств защиты информации,Cloud.ru,Москва,False,Зарплата не указанаПохожие специалисты получают 338 000 - 511 000 ₽,NGFW,2026-05-11 17:52:07
Habr,habr_1000165027,Руководитель проектов 1С,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 130 000 - 250 000 ₽,"Ведение переговоров, MS Project, Управление проектами",2026-05-11 17:52:07
Habr,habr_1000165209,Программист 1С,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 135 000 - 295 000 ₽,Разработка под 1С,2026-05-11 17:52:07
Habr,habr_1000166307,Финансовый аналитик,ИП Титов Михаил Юрьевич,Ростов-на-Дону,True,от 100 000 ₽,"SQL, Базы данных, Алгоритмы и структуры данных, Прикладная математика, Большие данные",2026-05-11 17:52:07
Habr,habr_1000140951,Проджект менеджер / Project Manager,Emilius Agency,Не указан,True,от 20 000 до 40 000 ₽,"Ведение переговоров, Управление IT-услугами, Agile, Kanban, Разработка ТЗ",2026-05-11 17:52:07
Habr,habr_1000161089,Администратор СРК и СХД,ИТ-Холдинг Т1,Москва,True,Зарплата не указанаПохожие специалисты получают 120 000 - 201 000 ₽,"NetBackup, Настройка SAN-коммутатора, Сеть хранения данных",2026-05-11 17:52:07
Habr,habr_1000166312,Консультант SAP EWM,М Тех,Москва,True,Зарплата не указанаПохожие специалисты получают 173 000 - 321 000 ₽,SAP,2026-05-11 17:52:10
Habr,habr_1000164829,Администратор Hadoop,Банк России,Москва,False,Зарплата не указанаПохожие специалисты получают 189 000 - 290 000 ₽,"Apache Hadoop, Администрирование баз данных, Базы данных, Unix, PostgreSQL",2026-05-11 17:52:10
Habr,habr_1000166302,Специалист по учету материальных ИТ-активов,ГК «ЭФКО»,Тольятти,False,Зарплата не указанаПохожие специалисты получают 60 000 - 140 000 ₽,"Microsoft Word, Microsoft Excel, Анализ данных, 1C: ERP, Грамотность",2026-05-11 17:52:13
Habr,habr_1000165163,Инженер по испытаниям и метрологии РЭА,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 54 000 - 187 000 ₽,ГОСТ,2026-05-11 17:52:13
Habr,habr_1000166343,Системный аналитик,М Тех,Москва,False,Зарплата не указанаПохожие специалисты получают 179 000 - 235 000 ₽,"SQL, REST, SOAP, Apache Kafka, PostgreSQL",2026-05-11 17:52:13
Habr,habr_1000165419,Руководитель Service Desk,Яндекс,Москва,False,,"ITIL, ITSM",2026-05-11 17:52:15
Habr,habr_1000166333,SEO-специалист / Middle+ / Senior SEO в Finandy,Finandy,Не указан,True,от 1000 $,"Разработка SEO-стратегии, SEO-оптимизация, SEO-аудит сайтов, Google Analytics, Google Search Console",2026-05-11 17:52:15
Habr,habr_1000166304,Пресейл-инженер (Информационная безопасность/ИБ),Солар,Москва,False,Зарплата не указанаПохожие специалисты получают 161 000 - 191 000 ₽,"Информационная безопасность, Сетевые технологии, Сетевая безопасность, Продажи",2026-05-11 17:52:15
Habr,habr_1000160170,Аккаунт директор,RedLab,Москва,True,Зарплата не указанаПохожие специалисты получают 206 000 - 379 000 ₽,Ведение переговоров,2026-05-11 17:52:18
Habr,habr_1000165230,Системный администратор поддержки,Анонимный работодатель,Не указан,True,Зарплата не указанаПохожие специалисты получают 80 000 - 161 000 ₽,"Техническая поддержка, Администрирование Windows, Active directory, DNS",2026-05-11 17:52:18
Habr,habr_1000165024,Системный архитектор,ЛАНИТ,Москва,False,,"Управление проектами, Информационные технологии",2026-05-11 17:52:18
Habr,habr_1000162307,Администратор СРК и СХД,ИТ-Холдинг Т1,Нижний Новгород,True,Зарплата не указанаПохожие специалисты получают 75 000 - 158 000 ₽,"NetBackup, Сеть хранения данных, Администрирование серверов, Системное администрирование, Администрирование сетей",2026-05-11 17:52:18
Habr,habr_1000163246,Системный архитектор (системная интеграция),ЛАНИТ,Москва,False,,ГОСТ,2026-05-11 17:52:18
Habr,habr_1000164952,Разработчик образовательных программ,deeplay,Не указан,True,Зарплата не указанаПохожие специалисты получают 120 000 - 160 000 ₽,"Обучение персонала, Развитие сотрудников",2026-05-11 17:52:20
Habr,habr_1000165228,Системный администратор локальной поддержки,Анонимный работодатель,Не указан,True,Зарплата не указанаПохожие специалисты получают 85 000 - 192 000 ₽,"Администрирование сетей, Системное администрирование",2026-05-11 17:52:20
Habr,habr_1000166187,Technical support [Junior],deeplay,Омск,True,Зарплата не указанаПохожие специалисты получают 50 000 - 70 000 ₽,"Linux, Администрирование Windows, Zabbix, Grafana",2026-05-11 17:52:20
Habr,habr_1000078847,Middle+ IOS developer,IRLIX,Не указан,True,Зарплата не указанаПохожие специалисты получают 241 000 - 346 000 ₽,"Разработка мобильных приложений, Разработка под iOS, UIKit, Clean Architecture, CI/CD",2026-05-11 17:52:22
Habr,habr_1000165703,Аналитик данных (Антифрод-система),Совкомбанк Технологии,Казань,False,Зарплата не указанаПохожие специалисты получают 170 000 - 272 000 ₽,"SQL, Python, TensorFlow, Keras, NumPy",2026-05-11 17:49:02
Habr,habr_1000166231,Python developer,ITK academy,Краснодар,True,от 220 000 до 300 000 ₽,"Python, PostgreSQL, Docker, Apache Kafka, CI/CD",2026-05-11 17:49:02
Habr,habr_1000163346,Python Developer,ITK academy,Краснодар,True,от 75 000 ₽,"Git, SQL, Python, ООП, Docker",2026-05-11 17:49:02
Habr,habr_1000165568,Python разработчик,ГНИВЦ,Москва,True,Зарплата не указанаПохожие специалисты получают 229 000 - 332 000 ₽,"Openstack, Asyncio, SQLalchemy, Linux, PostgreSQL",2026-05-11 17:49:02
Habr,habr_1000165251,Python-разработчик,ИТ-компания «Лоция»,Москва,True,Зарплата не указанаПохожие специалисты получают 199 000 - 361 000 ₽,Python,2026-05-11 17:49:02
Habr,habr_1000166116,Junior AI Automation Engineer / AI-инженер (junior),OPENCITY,Нижний Новгород,True,от 50 000 ₽,"LLM, Python, Тестирование API, Langgraph, Разработка решений по интеграции",2026-05-11 17:49:02
Habr,habr_1000164426,Разработчик бэкенда (Python/Django) в команду развития сотрудников,Яндекс,Екатеринбург,False,Зарплата не указанаПохожие специалисты получают 160 000 - 257 000 ₽,"Python, PostgreSQL, Django, Celery, Redis",2026-05-11 17:49:02
Habr,habr_1000166290,"Старший инженер по автоматизации тестирования (Python, финтех)/ Senior AQA",Хайтек,Не указан,True,Зарплата не указанаПохожие специалисты получают 234 000 - 514 000 ₽,"Автоматизация тестирования, Python, Selenium, Playwright, Тестирование API",2026-05-11 17:49:02
Habr,habr_1000165851,Python-разработчик в ML,Koronatech,Томск,True,Зарплата не указанаПохожие специалисты получают 200 000 - 269 000 ₽,"Python, CI/CD, SQL, NoSQL, Kubernetes",2026-05-11 17:49:02
Habr,habr_1000166170,Senior QA Automation Engineer (Python),2GIS,Москва,True,Зарплата не указанаПохожие специалисты получают 280 000 - 370 000 ₽,"Python, Автоматизация тестирования, Langgraph, LLM",2026-05-11 17:49:02
Habr,habr_1000166198,"Программист backend Python, Django middle +",Главгосэкспертиза России,Москва,False,Зарплата не указанаПохожие специалисты получают 189 000 - 270 000 ₽,"Python, Django, PostgreSQL, Docker, Git",2026-05-11 17:49:02
Habr,habr_1000165161,ML Engineer / Инженер машинного обучения,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 212 000 - 343 000 ₽,"Linux, TensorFlow, GitHub, PostgreSQL, Python",2026-05-11 17:49:02
Habr,habr_1000159590,Tech Lead Python (IaaS/PaaS),ГНИВЦ,Москва,True,Зарплата не указанаПохожие специалисты получают 325 000 - 472 000 ₽,"KVM, SQL, Виртуализация, Python, PostgreSQL",2026-05-11 17:49:02
Habr,habr_1000166308,Разработчик MLOps (Python),Action tech,Москва,True,Зарплата не указанаПохожие специалисты получают 158 000 - 214 000 ₽,"Python, PHP, Linux, Git, Docker",2026-05-11 17:49:02
Habr,habr_1000166009,Senior Python Developer,Bell Integrator,Минск,True,Зарплата не указанаПохожие специалисты получают 303 000 - 386 000 ₽,"Python, Apache Kafka, RabbitMQ",2026-05-11 17:49:02
Habr,habr_1000165410,Python Developer / SDET (сетевое оборудование),ЛАНИТ,Не указан,True,,"Python, TCP, Pytest, Bash, Сетевые технологии",2026-05-11 17:49:02
Habr,habr_1000165789,ML-инженер (Направление клиентского сервиса),Wildberries & Russ,Не указан,True,Зарплата не указанаПохожие специалисты получают 156 000 - 350 000 ₽,"NLP, TTS",2026-05-11 17:49:02
Habr,habr_1000166164,Python-инженер в SaaS про AI для CAD/CAM,DigiFabster,Не указан,True,от 2400 до 4000 $,"Python, Машинное обучение, Нейронные сети, Система автоматизированного проектирования, SQL",2026-05-11 17:49:02
Habr,habr_1000166311,QA Engineer (Manual → AQA),Adfinity,Не указан,True,от 150 000 ₽,"Python, Docker, REST, Bash, Linux",2026-05-11 17:49:02
Habr,habr_1000166248,AI Automation Engineer,Boomerangme 🎫,Не указан,True,от 4000 до 6000 $,"n8n, Python, FastAPI, GPT, LLM",2026-05-11 17:49:02
Habr,habr_1000166241,Data Scientist,М Тех,Москва,True,,"Python, SQL, Apache Kafka",2026-05-11 17:49:02
Habr,habr_1000166154,Team Lead (Ecom),GRI,Москва,False,Зарплата не указанаПохожие специалисты получают 306 000 - 538 000 ₽,"FastAPI, Django, Python, Agile, Golang",2026-05-11 17:49:02
Habr,habr_1000166025,Data Scientist (NLP|LLM),СберЗдоровье,Москва,True,Зарплата не указанаПохожие специалисты получают 190 000 - 300 000 ₽,"NLP, LLM, Компьютерное зрение, Python",2026-05-11 17:49:02
Habr,habr_1000163076,Инженер кибербезопасности облака,Cloud.ru,Не указан,True,Зарплата не указанаПохожие специалисты получают 150 000 - 210 000 ₽,AWS,2026-05-11 17:49:02
Habr,habr_1000166353,AI Bulider,ИП Даутова Дина Саитовна,Не указан,True,от 130 000 до 140 000 ₽,Базы данных,2026-05-11 17:49:02
Habr,habr_1000166282,ML-инженер,ГНИВЦ,Москва,False,Зарплата не указанаПохожие специалисты получают 358 000 - 469 000 ₽,"Git, PostgreSQL, Python",2026-05-11 17:49:04
Habr,habr_1000133692,"Fullstack-разработчик (.Net core, React)",УК «Аэропорты Регионов»,Екатеринбург,True,Зарплата не указанаПохожие специалисты получают 164 000 - 214 000 ₽,".NET Core, React, .NET",2026-05-11 17:49:04
Habr,habr_1000164646,С++ Developer,Eltex,Новосибирск,False,Зарплата не указанаПохожие специалисты получают 200 000 - 288 000 ₽,"C++, Linux",2026-05-11 17:49:04
Habr,habr_1000164325,Старший ML-разработчик агентов для Алисы,Яндекс,Москва,False,Зарплата не указанаПохожие специалисты получают 357 000 - 488 000 ₽,"Deep Learning, NLP, LLM, PyTorch, Python",2026-05-11 17:49:04
Habr,habr_1000164629,Техлид в команду высокоточных цифровых дорожных карт,Navio,Москва,False,,"Python, Алгоритмы и структуры данных, Большие данные, Машинное обучение, Deep Learning",2026-05-11 17:49:04
Habr,habr_1000166397,NLP-разработчик в Браузер,Яндекс,Москва,False,,"Python, Docker, PyTorch, Deep Learning, NLP",2026-05-11 17:49:04
Habr,habr_1000128046,Java-разработчик в Маркет,Яндекс,Нижний Новгород,False,от 180 000 до 350 000 ₽,"Java, Java Spring Framework",2026-05-11 17:49:04
Habr,habr_1000165249,Java разработчик с нуля (стажер),Aston,Москва,True,от 52 000 ₽,"Java, Hibernate, MySQL, PostgreSQL, Git",2026-05-11 17:49:04
Habr,habr_1000166297,Lead Search Engineer,Nibelung,Не указан,True,,"Python, Git, Docker, Linux, RabbitMQ",2026-05-11 17:49:04
Habr,habr_1000166213,AI Automation/AI Systems Integrator (AI Automation Engineer/LLM Systems Engineer,"Автосалон ""First class""",Москва,False,,"LLM, OpenAPI Specification, GPT, RESTful API, Docker",2026-05-11 17:49:04
Habr,habr_1000164074,Инженер по обеспечению качества,Сонерик,Москва,True,,"Тестирование ПО, Python, ООП, Pytest, Git",2026-05-11 17:49:04
Habr,habr_1000166129,Senior Backend Developer,Outreach Today,Не указан,True,от 7000 до 10 000 $,"JavaScript, TypeScript, Node.js, Golang, Python",2026-05-11 17:49:04
Habr,habr_1000166220,Разработчик Bitrix 24,МосТабак,Москва,False,Зарплата не указанаПохожие специалисты получают 200 000 - 306 000 ₽,"SQL, PHP, PostgreSQL, HTML, Vue.js",2026-05-11 17:49:04
Habr,habr_1000166117,NLP-разработчик в Алису,Яндекс,Москва,False,,NLP,2026-05-11 17:49:04
Habr,habr_1000166254,Инженер по автоматизированному тестированию / AQA (Java / Kotlin),М Тех,Москва,True,,"Java, Kotlin",2026-05-11 17:49:04
Habr,habr_1000166296,MLOps-инженер,М Тех,Москва,True,Зарплата не указанаПохожие специалисты получают 236 000 - 277 000 ₽,"Kubernetes, Apache Airflow, Linux, Python",2026-05-11 17:49:04
Habr,habr_1000166331,Senior AI Platform Engineer / LLMOps Engineer / Tech Lead,ПСМ Unlim,Ярославль,True,от 300 000 ₽,"Scada, АСУ ТП, Docker, Python, Redis",2026-05-11 17:49:04
Habr,habr_1000164602,LEAD AI/ML ENGINEER,Selecty,Москва,False,от 400 000 ₽,"Python, GPT, LLM, Компьютерное зрение, FastAPI",2026-05-11 17:49:04
Habr,habr_1000166257,Тестировщик-автоматизатор (AQA),Fusion Tech,Не указан,True,Зарплата не указанаПохожие специалисты получают 130 000 - 215 000 ₽,"Тестирование API, Java, Junit, SQL, ООП",2026-05-11 17:49:04
Habr,habr_1000156172,Разработчик в буткемп Core Infrastructure,Яндекс,Новосибирск,True,от 300 000 до 490 000 ₽,"Python, C++, Golang, Алгоритмы и структуры данных",2026-05-11 17:49:04
Habr,habr_1000149891,QA Engineer (Unified Communications (UC)),Eltex,Новосибирск,False,Зарплата не указанаПохожие специалисты получают 134 000 - 300 000 ₽,"Linux, Python, Docker, VoIP, SIP",2026-05-11 17:49:04
Habr,habr_1000163088,Automation QA (Storage S3),Cloud.ru,Не указан,True,Зарплата не указанаПохожие специалисты получают 305 000 - 389 000 ₽,"Python, Linux, Pytest",2026-05-11 17:49:04
Habr,habr_1000166356,ML Engineer,Нетбелл,Не указан,True,,"Python, LLM, Docker, Kubernetes",2026-05-11 17:49:04
Habr,habr_1000162093,Middle/Senior Golang Developer,Cloud.ru,Не указан,True,Зарплата не указанаПохожие специалисты получают 330 000 - 434 000 ₽,"Golang, Kubernetes, Python, Linux",2026-05-11 17:49:04
Habr,habr_1000165804,BI-аналитик,Coral Club,Не указан,True,Зарплата не указанаПохожие специалисты получают 150 000 - 222 000 ₽,"PostgreSQL, Apache Superset, Python, React, DWH",2026-05-11 17:49:04
Habr,habr_1000164434,Разработчик бэкенда в Яндекс Образование,Яндекс,Минск,False,Зарплата не указанаПохожие специалисты получают 162 000 - 325 000 ₽,"Python, Golang, MongoDB, PostgreSQL",2026-05-11 17:49:07
Habr,habr_1000157044,Специалист по анализу защищенности (pentest),Золотое Яблоко,Екатеринбург,False,Зарплата не указанаПохожие специалисты получают 121 000 - 221 000 ₽,"SQL, Python, PostgreSQL, Django, OWASP",2026-05-11 17:49:07
Habr,habr_1000164844,Инженер по глубокому обучению в команду нейросетевого планировщика траектории,Navio,Москва,False,,"Python, C++, Алгоритмы и структуры данных, Оптимизация кода, Машинное обучение",2026-05-11 17:49:07
Habr,habr_1000166320,Инженер-интегратор робототехнических систем,IT-hunter,Москва,False,Зарплата не указанаПохожие специалисты получают 85 000 - 200 000 ₽,"STM32, Python, C++, Linux",2026-05-11 17:49:07
Habr,habr_1000165284,ML Разработчик [Java],deeplay,Москва,False,Зарплата не указанаПохожие специалисты получают 100 000 - 183 000 ₽,"Java, Git",2026-05-11 17:49:07
Habr,habr_1000164864,ML Разработчик [Java],deeplay,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 100 000 - 279 000 ₽,Java,2026-05-11 17:49:07
Habr,habr_1000166145,Бизнес-партнер по ИБ,Spice IT,Не указан,True,,"SAST/DAST, Информационная безопасность",2026-05-11 17:49:07
Habr,habr_1000166273,MLSecOps,ГНИВЦ,Москва,False,Зарплата не указанаПохожие специалисты получают 320 000 - 416 000 ₽,"Linux, Docker, Kubernetes, Python, CI/CD",2026-05-11 17:49:07
Habr,habr_1000165218,Аналитик SOC | Специалист 2 линии SOC,Анонимный работодатель,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 164 000 - 353 000 ₽,"Информационная безопасность, SIEM",2026-05-11 17:49:07
Habr,habr_1000164921,PHP-разработчик,Остров Сокровищ,Не указан,True,от 15 000 до 250 000 ₽,"Linux, PHP, Laravel, Symfony, MySQL",2026-05-11 17:49:07
Habr,habr_1000166222,C# Developer (WinForms + SQL),Ляпунов и Резниченко,Санкт-Петербург,False,от 350 000 ₽,"C#, Windows Forms, .NET, SQL, RESTful API",2026-05-11 17:49:07
Habr,habr_1000164839,Product Analyst,Wildberries & Russ,Санкт-Петербург,True,Зарплата не указанаПохожие специалисты получают 308 000 - 396 000 ₽,"SQL, Python, A/B тестирование",2026-05-11 17:49:07
Habr,habr_1000165261,Java Developer,ИТ-компания «Лоция»,Москва,True,Зарплата не указанаПохожие специалисты получают 236 000 - 314 000 ₽,"Java, Gradle, Apache Kafka, Java Spring Framework, Spring Boot",2026-05-11 17:49:07
Habr,habr_1000165742,Разработчик Ruby On Rail-Senior (Fullstack),AUROSPACE Holding,Санкт-Петербург,True,от 5000 до 15 000 $,"Ruby, RESTful API, React, Ruby on Rails, PostgreSQL",2026-05-11 17:49:07
Habr,habr_1000165669,Data Scientist,Фарпост,Владивосток,True,Зарплата не указанаПохожие специалисты получают 193 000 - 282 000 ₽,"Deep Learning, SQL, Python",2026-05-11 17:49:07
Habr,habr_1000165038,Аналитик данных,Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 153 000 - 235 000 ₽,Python,2026-05-11 17:49:07
Habr,habr_1000164666,Data Engineer,Т-Банк,Новосибирск,True,,"Greenplum, SQL, Python, Apache Airflow, ETL",2026-05-11 17:49:07
Habr,habr_1000165525,Java Team Lead / Lead Developer,Okko,Санкт-Петербург,True,,"Java, PostgreSQL",2026-05-11 17:49:07
Habr,habr_1000166322,Team Lead разработки (Java),AЭРО,Не указан,True,Зарплата не указанаПохожие специалисты получают 357 000 - 501 000 ₽,"Java, Apache Kafka, Высоконагруженные системы, PostgreSQL, Spring Boot",2026-05-11 17:49:07
Habr,habr_1000166120,Aдминистратор баз данных PostgreSQL,Ренессанс Жизнь,Москва,True,Зарплата не указанаПохожие специалисты получают 151 000 - 346 000 ₽,"Python, PostgreSQL, SQL, Bash, Linux",2026-05-11 17:49:07
Habr,habr_1000164876,Консультант по направлению анализа защищённости (Vulnerability Management),Банк России,Москва,False,,"Linux, Python",2026-05-11 17:49:07
Habr,habr_1000166256,Data Scientist,М Тех,Москва,True,,"SQL, Python",2026-05-11 17:49:07
Habr,habr_1000161662,QA Manual,Wildberries & Russ,Москва,True,Зарплата не указанаПохожие специалисты получают 92 000 - 171 000 ₽,"Postman, YouTrack, Charles, Тестирование API, Ручное тестирование",2026-05-11 17:49:07
Habr,habr_1000166151,Vue 3 Frontend Developer,Carbogatto,Не указан,True,от 100 000 до 250 000 ₽,"Vue.js, TypeScript, Vite, Маршрутизация, RESTful API",2026-05-11 17:49:07
Habr,habr_1000164812,Старший DevOps-инженер (Openstack),МТ-Интеграция,Москва,True,Зарплата не указанаПохожие специалисты получают 149 000 - 347 000 ₽,"Openstack, GitLab, Linux, Ansible, Python",2026-05-11 17:49:07
Habr,habr_1000165982,Data Engineer,deeplay,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 160 000 - 303 000 ₽,"SQL, PostgreSQL, Python",2026-05-11 17:49:10
Habr,habr_1000164103,Руководитель группы разработки в Data center infrastructure management,Яндекс,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 391 000 - 582 000 ₽,"Python, Golang, Управление людьми",2026-05-11 17:49:10
Habr,habr_1000166339,Angular-разработчик,Граффинтех,Не указан,True,Зарплата не указанаПохожие специалисты получают 288 000 - 371 000 ₽,"Angular, TypeScript, REST, JSON, OpenAPI Specification",2026-05-11 17:49:10
Habr,habr_1000165716,Аналитик данных (финансовое направление),TravelLine,Казань,True,Зарплата не указанаПохожие специалисты получают 155 000 - 209 000 ₽,"SQL, Python, Математическая статистика, PowerBI, Microsoft Excel",2026-05-11 17:49:10
Habr,habr_1000159384,Разработчик 1С / Специалист по интеграции (Мегаплан + 1С),Мегаплан,Москва,True,от 100 000 ₽,"Администрирование 1С, RESTful API, HTTP, Разработка под 1С, XML",2026-05-11 17:49:10
Habr,habr_1000164486,Главный специалист управления уязвимостями (SOC VM),ИТ-компания «Лоция»,Москва,False,Зарплата не указанаПохожие специалисты получают 158 000 - 189 000 ₽,"SIEM, Анализ угроз, Защита информации",2026-05-11 17:49:10
Habr,habr_1000164814,Инженер по тестированию / QA engineer (Виртуализация),МТ-Интеграция,Москва,True,Зарплата не указанаПохожие специалисты получают 120 000 - 170 000 ₽,"Openstack, Linux, Python",2026-05-11 17:49:10
Habr,habr_1000135389,Аналитик данных,МегаФон,Не указан,True,Зарплата не указанаПохожие специалисты получают 251 000 - 356 000 ₽,"Python, SQL, Продуктовая аналитика, A/B тестирование",2026-05-11 17:49:10
Habr,habr_1000164179,Data Engineer,Coral Club,Москва,True,Зарплата не указанаПохожие специалисты получают 196 000 - 272 000 ₽,"PostgreSQL, SQL, Python, Базы данных",2026-05-11 17:49:10
Habr,habr_1000166244,Team Lead автоматизации тестирования (SDET),ИнфоТеКС,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 144 000 - 203 000 ₽,"Python, Pytest, Docker, Git, TeamCity",2026-05-11 17:49:10
